id,name,adp,adpsd,position,team,proj,projsd
9a2fe30a-c09a-4707-861c-4ba53dd42860,Saquon Barkley,1.4,0.5205,RB,Philadelphia Eagles,1,1
bdd9f1db-6e41-4c0e-83c3-5cfbfe815cda,Breece Hall,2.6,0.655,RB,NY Jets,1,1
e1728a54-6e32-4f3b-bdf0-9b24a62556e4,Justin Jefferson,3.6,0.7205,WR,Minnesota Vikings,1,1
2f36579c-8efe-4148-9430-37f227541fa9,Ja'Marr Chase,4.3,0.82368,WR,Cincinnati Bengals,1,1
33d3b412-0f30-4d2b-9def-a8487af50377,Alvin Kamara,6,0.96512,RB,New Orleans Saints,1,1
30cc3ef5-bc63-46ea-8abb-884a48548f3f,Marvin Harrison,6.5,1.10418,WR,Arizona Cardinals,1,1
eb332aa2-7b5b-4cda-ad3b-362b0f39d980,Bijan Robinson,6.9,1.452024,RB,Atlanta Falcons,1,1
7e272f05-b17d-4b73-8b46-86af3c6cc2d1,Rashee Rice,7.8,1.478016,WR,Kansas City Chiefs,1,1
9ff25dbe-c3e7-4c8c-9206-6e43460fdf90,Nico Collins,8.7,1.503576,WR,Houston Texans,1,1
beda5545-0ea6-44e3-9277-03999e3e9e22,Kyren Williams,10.4,1.601496,RB,Los Angeles Rams,1,1
f48c5a78-4682-421b-8983-9882afa2773c,Jordan Mason,12.4,1.662936,RB,San Francisco 49ers,1,1
e0c3dc65-a05a-4e58-bdc0-28946cd486f2,Chris Godwin,15,1.822464,WR,Tampa Bay Buccaneers,1,1
9241ee5f-4093-4645-9c33-c4dd66431e7b,Jalen Hurts,16.2,1.828824,QB,Philadelphia Eagles,1,1
57c572eb-86ee-42c6-95e9-e9b4807c7556,Jonathan Taylor,17,1.889784,RB,Indianapolis Colts,1,1
20540e20-577f-4845-b19f-9648d9ce9494,Kyler Murray,17.3,1.88,QB,Arizona Cardinals,1,1
9581f1fe-b249-466c-91de-9a10cf31c2ad,James Conner,18.1,1.924056,RB,Arizona Cardinals,1,1
a0b74d5f-ff1a-4a42-97c1-eb2bae3dc4e1,Travis Kelce,18.7,2.276512,TE,Kansas City Chiefs,1,1
ddbf0107-e376-4c63-aed8-e3ccc0e4111a,Brock Bowers,19.5,2.433228,TE,Las Vegas Raiders,1,1
9e3070de-0346-4465-b30e-32fd85769ee7,Dallas Goedert,20.2,2.4423,TE,Philadelphia Eagles,1,1
12f4a5a5-5016-45b1-8545-12cbf1713a43,Patrick Mahomes,20.7,2.492028,QB,Kansas City Chiefs,1,1
d45f286d-5c90-4298-af71-27bbc765db57,Mike Evans,21,2.5207,WR,Tampa Bay Buccaneers,1,1
8f1da3d9-0ce6-4830-b955-a39293af88c0,Jayden Daniels,23.4,2.533692,QB,Washington Commanders,1,1
ac99e714-d251-48f9-9c9f-1472817c2def,Aaron Jones,24.5,2.606688,RB,Minnesota Vikings,1,1
478ce1bb-a20a-49e2-9cf7-3345c0eddea5,A.J. Brown,26.5,2.607948,WR,Philadelphia Eagles,1,1
b0623e42-0a59-40e9-8748-11abc35cd098,Garrett Wilson,27,2.6208,WR,NY Jets,1,1
4b23d1de-0a97-4469-8f23-a26d15d829ae,Brandon Aiyuk,27.2,2.616768,WR,San Francisco 49ers,1,1
187200a4-4659-4972-af39-fca39a4670c9,C.J. Stroud,27.8,2.613408,QB,Houston Texans,1,1
8b12e26b-516b-4dec-8e9e-bbfa5406b5f5,Stefon Diggs,28.1,2.609152,WR,Houston Texans,1,1
a445f91e-7491-4a9d-9916-4cc12a5ffcf8,Chris Olave,29.8,2.607948,WR,New Orleans Saints,1,1
e20b0a1c-a991-4d3b-bd89-f9b37ae4394d,Kyle Pitts,31.1,2.229504,TE,Atlanta Falcons,1,1
84b772a6-370c-467b-9958-a0410a02acac,Diontae Johnson,31.4,2.219256,WR,Carolina Panthers,1,1
4277ef12-39a8-4af2-9a84-637c65481e91,Trey McBride,32,2.215896,TE,Arizona Cardinals,1,1
2f034d74-84a3-4f8f-9439-32de74703a24,Joe Burrow,32,2.202624,QB,Cincinnati Bengals,1,1
8f14c43b-b302-4be8-bbdb-aea0445b1b9a,D.J. Moore,32.4,2.202624,WR,Chicago Bears,1,1
187168b7-95ea-4706-85a9-b15d78c7e697,Josh Jacobs,33.4,2.189376,RB,Green Bay Packers,1,1
827ad6b1-196e-4da2-bdc0-6e28e168b385,Brian Robinson Jr.,33.6,2.179584,RB,Washington Commanders,1,1
7bcb8398-fed8-4915-bfd3-2c2e9f97b66e,Cole Kmet,33.6,2.166264,TE,Chicago Bears,1,1
